user_id,login_attempts,failed_logins,unusual_time_access,ip_rep_score,browser_type,new_device_login,session_duration_deviation,network_packet_size_variance,mouse_speed,typing_speed,day_of_week,time_of_day,is_bot
user_566,1,0,False,0.33,Chrome,False,0.21,0.66,2.0,41.93,Monday,Morning,False
user_1139,3,5,False,0.78,Edge,False,3.21,1.65,4.0,34.24,Tuesday,Morning,True
user_21,3,0,True,0.06,Firefox,False,0.65,0.37,1.09,67.82,Thursday,Morning,False
user_1059,1,0,False,0.22,Chrome,False,0.34,0.64,1.64,60.02,Friday,Afternoon,False
user_1942,4,4,False,0.67,Chrome,False,3.74,2.07,3.82,32.95,Saturday,Afternoon,True
user_392,4,2,False,0.41,Chrome,False,0.14,0.95,1.48,55.2,Thursday,Morning,False
user_176,8,3,False,0.74,Chrome,False,2.92,2.61,3.62,19.34,Thursday,Afternoon,True
user_495,2,0,True,0.41,Firefox,False,1.72,0.8,0.78,51.81,Monday,Afternoon,False
user_1475,2,1,True,0.28,Chrome,False,1.9,0.6,1.73,75.37,Monday,Afternoon,False
user_833,9,2,False,0.68,Safari,False,3.67,1.51,2.91,31.96,Thursday,Night,True
user_1001,4,1,False,0.81,Chrome,False,2.5,2.47,4.59,16.5,Monday,Afternoon,True
user_1138,5,2,False,0.1,Firefox,False,1.26,0.06,0.71,50.98,Sunday,Morning,False
user_1553,5,2,False,0.86,Firefox,True,2.39,1.21,4.17,27.35,Sunday,Morning,True
user_493,4,0,True,0.1,Chrome,False,0.71,0.07,1.28,42.7,Friday,Night,False
user_1415,5,1,False,0.34,Chrome,False,0.38,0.05,1.07,54.52,Wednesday,Afternoon,False
user_976,4,1,False,0.48,Chrome,False,0.4,0.54,0.65,58.01,Thursday,Morning,False
user_1323,4,2,True,0.12,Chrome,False,1.98,0.93,1.31,73.68,Friday,Night,False
user_1458,2,2,True,0.3,Firefox,False,0.13,0.12,0.84,53.67,Monday,Morning,False
user_1006,3,0,False,0.15,Chrome,False,1.2,0.52,1.88,59.88,Saturday,Night,False
user_918,4,1,False,0.2,Firefox,False,1.35,0.53,1.58,45.65,Sunday,Night,False
user_1624,1,2,False,0.09,Firefox,False,1.95,0.64,1.73,45.3,Saturday,Morning,False
user_36,1,1,True,0.41,Chrome,True,1.65,0.67,0.68,59.13,Thursday,Morning,False
user_191,4,0,False,0.48,Chrome,False,1.01,0.44,0.66,65.63,Friday,Evening,False
user_603,2,2,False,0.03,Edge,False,0.12,0.99,0.59,67.8,Monday,Evening,False
user_454,1,2,False,0.39,Chrome,False,1.38,0.62,1.45,49.16,Friday,Evening,False
user_829,6,5,False,0.76,Chrome,False,4.66,1.9,2.58,21.03,Thursday,Afternoon,True
user_1417,9,5,False,0.98,Chrome,False,3.26,2.58,3.75,30.43,Sunday,Morning,True
user_499,5,0,True,0.31,Chrome,False,0.09,0.37,0.9,65.84,Friday,Night,False
user_628,5,1,False,0.43,Chrome,False,1.62,0.61,1.79,55.7,Tuesday,Morning,False
user_1360,1,0,False,0.47,Edge,False,0.56,0.93,0.88,71.25,Thursday,Evening,False
user_1192,2,2,False,0.11,Safari,False,1.76,0.11,1.98,57.73,Friday,Night,False
user_756,3,0,False,0.04,Chrome,True,1.48,0.35,0.94,53.99,Sunday,Evening,False
user_970,5,4,False,0.71,Firefox,False,2.21,1.85,2.25,25.44,Monday,Evening,True
user_1134,3,1,False,0.6,Chrome,False,4.32,2.29,3.59,11.26,Tuesday,Afternoon,True
user_1088,6,4,False,0.56,Chrome,True,3.56,2.23,2.47,11.31,Monday,Night,True
user_705,9,1,False,0.72,Chrome,False,4.83,1.48,2.36,15.92,Saturday,Morning,True
user_872,5,2,False,0.16,Safari,False,1.09,0.64,0.83,79.14,Saturday,Night,False
user_1528,4,2,False,0.38,Chrome,False,1.46,0.11,1.53,43.67,Tuesday,Evening,False
user_1128,5,4,False,0.77,Firefox,False,2.89,2.13,4.07,36.2,Sunday,Morning,True
user_678,9,2,False,0.91,Edge,False,2.83,1.39,4.64,29.73,Monday,Afternoon,True
user_721,8,3,False,0.68,Edge,False,2.02,2.52,2.11,32.37,Saturday,Morning,True
user_1440,5,0,False,0.38,Edge,False,1.0,0.12,1.08,65.73,Tuesday,Night,False
user_930,5,2,False,0.71,Firefox,False,3.86,1.71,4.38,12.79,Sunday,Evening,True
user_555,5,1,False,0.05,Chrome,False,0.11,0.49,1.4,64.09,Thursday,Night,False
user_628,1,2,False,0.03,Chrome,False,1.42,0.79,1.28,57.61,Thursday,Afternoon,False
user_515,3,1,False,0.61,Firefox,False,5.0,2.87,3.93,22.64,Thursday,Night,True
user_473,3,2,False,0.42,Chrome,False,1.18,0.18,1.04,53.38,Friday,Evening,False
user_248,8,5,False,0.96,Edge,False,4.56,1.45,3.13,23.85,Thursday,Morning,True
user_1478,2,0,False,0.32,Chrome,True,1.82,0.78,0.51,42.29,Saturday,Night,False
user_395,4,0,False,0.33,Other,False,0.11,0.28,0.89,49.88,Thursday,Afternoon,False
user_647,4,2,True,0.63,Chrome,False,2.14,2.24,3.69,20.38,Tuesday,Morning,True
user_245,2,2,True,0.28,Safari,False,0.84,0.26,1.6,79.25,Tuesday,Morning,False
user_1522,2,0,False,0.23,Other,False,0.7,0.11,0.73,49.01,Tuesday,Morning,False
user_1098,1,0,True,0.11,Chrome,False,1.58,0.55,1.42,49.05,Tuesday,Morning,False
user_1948,7,5,True,0.92,Firefox,False,3.24,2.3,3.64,11.87,Saturday,Night,True
user_1561,4,3,False,0.89,Chrome,False,2.49,1.66,4.27,25.58,Friday,Evening,True
user_1414,4,1,False,0.23,Other,False,0.05,0.07,1.2,76.37,Monday,Afternoon,False
user_380,3,1,False,0.23,Chrome,False,0.88,0.2,0.78,43.76,Thursday,Night,False
user_393,6,5,False,0.9,Chrome,True,3.6,1.32,4.09,33.8,Sunday,Night,True
user_444,5,2,True,0.08,Firefox,False,0.07,0.36,1.6,72.82,Friday,Night,False
user_1513,3,0,True,0.25,Other,False,1.97,0.67,1.45,46.64,Saturday,Afternoon,False
user_992,3,0,False,0.26,Edge,False,0.16,0.73,0.78,74.33,Thursday,Afternoon,False
user_567,8,3,False,0.99,Safari,False,2.94,1.51,4.46,36.39,Saturday,Afternoon,True
user_1484,7,4,True,0.55,Chrome,False,3.04,1.9,4.25,29.53,Saturday,Morning,True
user_1208,4,2,True,0.13,Chrome,False,0.21,0.31,0.51,67.27,Saturday,Morning,False
user_1557,4,0,True,0.14,Firefox,False,1.03,0.31,0.82,41.33,Friday,Morning,False
user_1075,4,1,True,0.12,Edge,False,1.8,0.65,1.81,40.01,Wednesday,Evening,False
user_1223,4,0,False,0.19,Other,False,0.85,0.04,1.61,76.72,Sunday,Afternoon,False
user_580,1,2,True,0.41,Firefox,False,1.96,0.62,1.34,65.13,Monday,Night,False
user_206,4,1,False,0.06,Chrome,False,0.09,0.57,0.93,72.98,Friday,Evening,False
user_1706,5,1,False,0.95,Safari,False,3.78,2.78,2.56,12.37,Friday,Afternoon,True
user_398,4,2,False,0.39,Firefox,False,0.5,0.22,1.23,69.5,Monday,Morning,False
user_607,4,2,True,0.44,Firefox,False,0.86,0.32,1.15,70.96,Monday,Evening,False
user_466,4,0,False,0.47,Chrome,False,1.28,0.68,0.7,49.37,Thursday,Morning,False
user_740,4,1,False,0.24,Other,False,0.81,0.89,0.5,41.59,Saturday,Afternoon,False
user_368,5,4,False,0.73,Chrome,False,3.41,1.89,3.42,27.73,Friday,Afternoon,True
user_620,8,1,False,0.52,Chrome,False,4.41,2.14,3.54,18.8,Saturday,Morning,True
user_29,5,0,False,0.06,Chrome,False,1.75,0.49,1.55,79.71,Friday,Evening,False
user_1451,7,1,False,0.86,Safari,False,2.77,2.35,2.89,31.55,Thursday,Afternoon,True
user_1094,3,3,False,0.86,Edge,False,4.61,1.51,4.0,34.01,Thursday,Afternoon,True
user_260,3,2,False,0.38,Chrome,False,0.71,0.94,1.5,67.15,Tuesday,Evening,False
user_562,5,1,False,0.07,Chrome,False,0.34,0.64,1.61,61.2,Wednesday,Night,False
user_94,4,1,False,0.77,Chrome,False,3.2,2.82,4.42,16.48,Monday,Evening,True
user_1996,1,1,True,0.35,Chrome,False,0.55,0.31,1.68,57.86,Tuesday,Night,False
user_112,3,2,False,0.05,Safari,False,0.74,0.03,1.09,61.03,Tuesday,Night,False
user_1134,7,4,False,0.88,Safari,False,3.55,1.76,2.02,21.58,Wednesday,Afternoon,True
user_599,1,0,False,0.3,Chrome,False,1.98,0.45,1.53,45.62,Friday,Afternoon,False
user_1429,3,2,True,0.19,Chrome,False,0.78,0.16,0.54,70.25,Sunday,Morning,False
user_1934,2,0,True,0.19,Chrome,False,0.89,0.99,1.32,43.53,Wednesday,Evening,False
user_259,6,1,False,0.67,Firefox,False,3.66,2.08,4.29,35.01,Wednesday,Evening,True
user_1307,2,0,False,0.03,Chrome,False,1.93,0.56,1.02,63.22,Friday,Evening,False
user_1779,2,2,False,0.39,Edge,False,0.65,0.79,1.19,69.23,Thursday,Morning,False
user_1542,5,1,False,0.48,Safari,False,1.07,0.87,0.7,71.62,Thursday,Morning,False
user_1006,4,0,True,0.47,Chrome,False,1.96,0.48,1.8,63.55,Tuesday,Night,False
user_211,5,1,False,0.72,Firefox,True,3.09,2.45,4.68,23.68,Thursday,Evening,True
user_1788,4,2,True,0.1,Chrome,False,0.88,0.85,1.84,42.5,Saturday,Evening,False
user_26,5,0,True,0.11,Edge,False,1.86,0.03,1.81,61.09,Saturday,Morning,False
user_1176,4,1,False,0.37,Firefox,False,1.98,0.2,1.99,43.59,Saturday,Evening,False
user_583,1,0,False,0.03,Chrome,True,1.64,0.81,1.83,68.0,Sunday,Night,False
user_962,1,1,False,0.2,Chrome,False,0.7,0.11,1.71,77.91,Tuesday,Morning,False
user_981,3,2,True,0.34,Chrome,False,0.48,0.48,0.72,68.4,Sunday,Evening,False
user_903,2,2,False,0.15,Chrome,False,0.04,0.58,1.76,61.96,Saturday,Morning,False
user_698,5,2,False,0.32,Chrome,False,1.01,0.45,1.38,64.99,Thursday,Night,False
user_378,2,1,True,0.4,Firefox,False,0.29,0.78,0.91,59.87,Saturday,Afternoon,False
user_1978,2,2,False,0.37,Chrome,False,1.02,0.05,0.91,68.28,Sunday,Night,False
user_106,1,1,False,0.37,Chrome,False,0.72,0.27,1.76,52.53,Thursday,Afternoon,False
user_518,3,0,False,0.19,Safari,False,0.23,0.04,1.35,77.21,Monday,Night,False
user_1928,2,2,False,0.36,Firefox,True,1.52,0.95,1.55,51.92,Friday,Night,False
user_1765,5,4,True,0.55,Chrome,False,4.6,1.95,2.33,29.03,Wednesday,Night,True
user_979,4,2,False,0.21,Edge,False,0.42,0.66,1.21,75.21,Monday,Night,False
user_234,5,0,False,0.07,Firefox,False,0.63,0.64,1.09,68.53,Saturday,Morning,False
user_1684,7,4,False,0.83,Edge,False,3.63,1.2,4.06,17.26,Saturday,Night,True
user_134,1,1,False,0.25,Chrome,False,1.19,0.01,1.2,78.54,Thursday,Afternoon,False
user_821,1,2,False,0.39,Firefox,True,0.25,0.02,1.66,72.29,Tuesday,Morning,False
user_1008,5,0,False,0.26,Chrome,False,0.0,0.3,1.47,78.97,Sunday,Evening,False
user_152,3,0,False,0.15,Chrome,False,1.8,0.71,1.91,64.13,Friday,Evening,False
user_1182,4,1,False,0.5,Chrome,False,1.3,0.64,1.34,71.08,Monday,Evening,False
user_1290,6,2,True,0.92,Chrome,False,4.94,2.05,4.72,14.92,Wednesday,Evening,True
user_1406,1,2,True,0.15,Chrome,False,1.42,0.06,0.72,40.31,Thursday,Morning,False
user_110,1,1,False,0.38,Chrome,True,1.92,0.62,1.89,70.43,Saturday,Afternoon,False
user_311,5,2,False,0.08,Chrome,False,0.1,0.84,1.97,71.73,Wednesday,Evening,False
user_306,6,1,False,0.98,Other,False,4.94,2.14,2.78,23.11,Wednesday,Evening,True
user_1662,2,1,False,0.41,Edge,False,1.4,0.4,1.93,78.68,Friday,Afternoon,False
user_1153,4,2,False,0.23,Edge,True,1.53,0.86,1.4,73.42,Thursday,Morning,False
user_1944,4,1,True,0.02,Edge,False,1.03,0.81,0.88,49.83,Friday,Evening,False
user_623,7,5,False,0.64,Chrome,True,4.98,1.09,4.28,21.15,Thursday,Night,True
user_175,3,2,True,0.29,Chrome,False,0.5,0.56,1.04,66.27,Tuesday,Morning,False
user_509,4,5,True,0.51,Edge,False,2.69,2.91,2.44,30.39,Monday,Morning,True
user_243,5,2,False,0.21,Chrome,False,0.29,0.43,1.86,73.83,Friday,Morning,False
user_1143,4,2,False,0.25,Chrome,False,0.37,0.33,1.78,48.28,Monday,Evening,False
user_1566,2,2,True,0.23,Chrome,False,0.1,0.73,1.66,54.1,Thursday,Evening,False
user_853,1,0,False,0.14,Chrome,False,0.26,0.77,0.5,56.66,Saturday,Afternoon,False
user_1242,3,2,False,0.6,Chrome,False,4.65,1.1,2.57,19.3,Wednesday,Evening,True
user_1221,9,1,True,0.71,Chrome,False,4.14,2.63,2.54,21.13,Wednesday,Evening,True
user_1620,4,2,False,0.38,Firefox,False,0.76,0.41,1.63,40.83,Tuesday,Evening,False
user_1267,3,1,True,0.52,Chrome,False,2.89,2.43,4.28,13.08,Monday,Evening,True
user_463,3,0,True,0.41,Firefox,False,0.92,0.92,1.54,69.16,Saturday,Morning,False
user_1589,2,2,False,0.07,Chrome,False,0.31,0.12,1.65,66.84,Friday,Evening,False
user_1071,3,3,False,0.75,Chrome,True,2.05,2.56,2.37,33.93,Monday,Afternoon,True
user_780,7,4,False,0.75,Edge,False,3.62,1.86,2.93,24.47,Friday,Night,True
user_923,3,2,False,0.07,Safari,False,0.62,0.29,1.81,66.91,Friday,Night,False
user_1861,3,1,True,0.45,Chrome,False,0.1,0.55,0.93,52.27,Wednesday,Night,False
user_907,8,1,False,0.94,Firefox,False,3.07,1.17,3.0,30.33,Wednesday,Afternoon,True
user_609,4,0,False,0.34,Firefox,False,0.84,0.75,0.65,51.11,Tuesday,Evening,False
user_1762,1,0,False,0.23,Other,False,1.1,0.98,1.33,47.59,Thursday,Morning,False
user_1206,5,1,False,0.63,Chrome,False,2.81,1.57,3.97,39.06,Wednesday,Evening,True
user_879,3,0,True,0.03,Chrome,False,0.92,0.09,1.33,65.67,Saturday,Evening,False
user_626,9,3,False,0.85,Firefox,False,2.81,2.2,4.6,38.4,Tuesday,Morning,True
user_1165,5,2,False,0.47,Chrome,False,1.25,0.37,0.58,65.1,Friday,Night,False
user_1272,3,1,False,0.98,Chrome,False,2.57,2.34,4.93,13.06,Tuesday,Evening,True
user_124,2,2,True,0.04,Edge,False,1.63,0.51,1.16,79.85,Thursday,Morning,False
user_1249,1,0,False,0.36,Chrome,False,1.75,0.74,0.52,49.94,Monday,Afternoon,False
user_1967,3,1,False,0.23,Edge,False,1.35,0.08,1.93,73.54,Saturday,Evening,False
user_1516,4,2,False,0.39,Chrome,False,0.51,0.99,0.94,70.83,Monday,Morning,False
