user_id,login_attempts,failed_logins,unusual_time_access,ip_rep_score,browser_type,new_device_login,session_duration_deviation,network_packet_size_variance,mouse_speed,typing_speed,day_of_week,time_of_day,is_bot
user_782,11.0,2.0,False,0.57,Chrome,True,3.75,1.04,3.66,25.59,Wednesday,Evening,False
user_1433,4.0,1.0,False,-0.0,Edge,False,1.59,0.23,0.93,40.75,Wednesday,Night,False
user_1349,1.0,0.0,False,0.32,Chrome,False,2.23,1.01,0.87,75.84,Wednesday,Morning,True
user_1772,10.0,2.0,False,0.92,Chrome,True,4.21,2.58,3.08,14.7,Tuesday,Evening,False
user_101,2.0,0.0,False,0.23,Edge,False,1.48,-0.07,0.64,73.75,Saturday,Evening,True
user_1706,5.0,3.0,False,0.43,Safari,False,3.51,1.93,2.23,39.5,Sunday,Morning,False
user_1637,3.0,0.0,False,0.42,Edge,False,0.49,1.23,0.3,67.98,Monday,Evening,False
user_449,7.0,0.0,False,0.71,Edge,False,3.56,2.65,2.59,12.46,Wednesday,Morning,False
user_1389,5.0,2.0,True,0.4,Chrome,True,1.35,0.46,0.85,44.02,Friday,Morning,True
user_1395,3.0,0.0,False,0.03,Safari,False,0.6,0.85,1.35,75.62,Tuesday,Night,True
user_1851,5.0,0.0,False,0.38,Safari,False,0.51,0.68,2.19,55.91,Monday,Night,True
user_1616,6.0,1.0,False,0.22,Safari,False,1.48,0.71,1.64,50.46,Sunday,Evening,True
user_1500,7.0,2.0,False,0.94,Chrome,False,2.92,2.66,3.95,27.35,Thursday,Morning,True
user_670,4.0,4.0,False,0.92,Chrome,False,2.27,2.05,4.07,23.99,Wednesday,Afternoon,False
user_271,5.0,0.0,False,0.7,Chrome,False,4.29,2.54,4.12,23.43,Sunday,Morning,True
user_750,3.0,0.0,True,0.4,Edge,False,1.95,0.57,0.64,52.45,Friday,Night,False
user_1701,3.0,2.0,False,0.12,Edge,True,0.92,0.54,1.94,45.35,Sunday,Morning,False
user_1934,2.0,3.0,False,0.03,Chrome,False,0.16,0.48,0.34,70.2,Wednesday,Night,False
user_1529,0.0,0.0,False,0.52,Firefox,False,0.5,0.44,1.52,47.29,Thursday,Morning,False
user_960,3.0,0.0,False,0.49,Firefox,False,0.68,0.6,1.8,58.81,Wednesday,Afternoon,True
user_1980,3.0,3.0,False,0.03,Firefox,False,2.0,0.75,1.02,48.79,Thursday,Afternoon,True
user_1382,3.0,0.0,False,0.26,Firefox,False,1.04,0.75,0.91,71.61,Sunday,Morning,False
user_1648,0.0,2.0,True,0.12,Firefox,False,0.7,0.87,2.05,43.01,Monday,Night,True
user_809,,0.0,False,0.3,Edge,True,1.81,0.13,1.28,72.43,Thursday,Afternoon,True
user_932,6.0,4.0,False,0.79,Chrome,False,4.99,2.27,3.29,33.22,Monday,Evening,False
user_537,6.0,2.0,True,0.54,Chrome,False,3.06,2.02,1.75,25.19,Sunday,Night,True
user_1926,6.0,2.0,False,0.29,Chrome,False,1.19,1.04,1.81,53.58,Tuesday,Evening,True
user_966,5.0,1.0,False,0.11,,False,1.73,0.44,0.4,72.63,Monday,Afternoon,False
user_1150,5.0,4.0,False,0.77,Firefox,False,3.98,1.49,1.98,10.03,Wednesday,Morning,False
user_1327,,0.0,False,0.44,Safari,False,2.14,0.57,0.97,54.03,Friday,Morning,False
user_1863,4.0,0.0,True,0.18,Chrome,False,-0.04,0.55,1.18,59.61,Wednesday,Morning,True
user_239,2.0,1.0,True,0.46,Firefox,False,0.3,0.02,1.04,82.66,Wednesday,Afternoon,False
user_624,6.0,2.0,False,0.07,Firefox,False,2.39,0.27,1.62,52.01,Wednesday,Morning,True
user_481,9.0,2.0,False,0.94,Firefox,False,3.9,2.6,4.55,11.5,Monday,Night,False
user_930,5.0,2.0,False,0.9,Chrome,False,4.29,2.17,2.76,31.92,Saturday,Morning,True
user_1427,9.0,3.0,False,0.87,Chrome,False,4.74,1.44,4.47,36.44,Tuesday,Evening,False
user_1521,7.0,2.0,False,0.75,Chrome,False,3.97,2.1,2.67,26.58,Tuesday,Afternoon,True
user_1342,3.0,1.0,False,0.09,,False,1.76,0.8,0.94,70.41,Friday,Evening,True
user_836,0.0,2.0,True,0.24,Firefox,False,0.33,0.37,2.04,62.3,Friday,Evening,True
user_1414,3.0,3.0,False,0.09,Chrome,False,0.14,0.24,1.12,45.9,Monday,Afternoon,True
user_1947,4.0,6.0,True,0.58,Safari,False,5.16,1.77,4.98,8.9,Friday,Morning,False
user_1405,1.0,2.0,False,0.2,Chrome,False,0.44,0.81,1.35,76.03,Saturday,Night,False
user_1321,4.0,4.0,False,0.87,Chrome,True,2.61,1.96,3.48,33.39,Thursday,Morning,False
user_389,9.0,1.0,False,0.87,Chrome,False,3.4,1.63,2.73,7.86,Tuesday,Morning,True
user_1688,4.0,0.0,False,0.07,Chrome,False,0.89,0.59,0.48,78.73,Saturday,Morning,True
user_1315,2.0,2.0,False,0.01,Chrome,False,0.7,0.49,0.98,63.51,Friday,Night,False
user_104,10.0,2.0,False,0.94,Chrome,False,2.86,2.68,3.78,13.51,Thursday,Afternoon,False
user_258,5.0,4.0,False,0.84,Chrome,False,4.26,2.58,3.31,29.88,Sunday,Night,False
user_1700,3.0,2.0,True,0.64,Safari,False,1.83,1.09,2.98,39.03,Sunday,Night,False
user_443,4.0,0.0,False,0.52,Firefox,False,0.98,0.85,2.02,50.43,Tuesday,Evening,True
user_1586,4.0,5.0,False,0.79,Firefox,False,3.8,1.18,1.55,37.2,Friday,Afternoon,True
user_6,3.0,0.0,True,0.27,Edge,False,0.42,1.06,2.0,67.48,Thursday,Morning,False
user_267,3.0,3.0,False,0.34,Firefox,False,0.25,0.64,0.9,51.05,Tuesday,Evening,True
user_226,3.0,1.0,False,-0.05,Chrome,False,0.67,0.92,1.28,77.91,Tuesday,Morning,True
user_31,5.0,4.0,True,0.71,Chrome,False,2.61,2.48,3.11,31.63,Sunday,Evening,False
user_1206,8.0,4.0,True,0.99,Firefox,False,2.56,1.91,3.77,22.65,Monday,Evening,False
user_108,5.0,0.0,True,0.26,Safari,False,0.49,-0.19,1.15,56.89,Friday,Morning,True
user_233,7.0,3.0,False,0.06,Edge,False,1.09,0.85,1.48,47.11,Wednesday,Evening,True
user_1594,8.0,4.0,False,0.76,Chrome,False,3.32,2.25,3.53,25.26,Friday,Afternoon,False
user_926,0.0,1.0,True,0.45,Edge,False,2.04,0.95,1.22,46.26,Saturday,Night,False
user_89,7.0,2.0,True,0.82,Firefox,False,3.45,2.02,2.33,16.71,Monday,Afternoon,True
user_1350,8.0,2.0,True,0.87,Chrome,False,4.52,1.54,3.55,17.6,Thursday,Evening,False
user_1975,,2.0,True,0.65,Firefox,False,4.23,2.08,3.43,17.73,Monday,Afternoon,True
user_1736,4.0,5.0,False,0.59,Chrome,False,1.92,2.05,4.59,16.3,Saturday,Morning,False
user_1005,6.0,2.0,False,0.4,Firefox,False,1.55,0.55,1.48,52.84,Wednesday,Evening,True
user_1842,2.0,3.0,,0.92,Firefox,False,2.68,1.35,3.92,27.13,Tuesday,Afternoon,False
user_135,2.0,0.0,False,0.3,Chrome,False,-0.03,0.52,1.26,42.99,Thursday,Afternoon,True
user_1199,3.0,0.0,False,0.48,Safari,False,1.57,0.57,1.5,67.98,Thursday,Evening,True
user_1224,2.0,3.0,True,0.24,Other,False,1.26,0.52,1.8,46.12,Sunday,Morning,True
user_1240,5.0,2.0,False,0.39,Firefox,False,2.24,1.0,1.94,49.18,Monday,Evening,True
user_235,5.0,1.0,True,0.8,Chrome,False,4.85,2.55,3.64,30.44,Thursday,Afternoon,False
user_1575,7.0,4.0,True,0.63,Chrome,False,3.06,2.24,2.58,23.84,Monday,Afternoon,True
user_881,9.0,4.0,False,0.91,Edge,False,2.12,1.47,3.58,19.24,Thursday,Night,False
user_695,9.0,4.0,False,0.84,Safari,False,3.23,1.82,4.75,38.72,Wednesday,Afternoon,False
user_1495,7.0,6.0,False,0.63,Chrome,False,2.0,2.58,3.21,,Wednesday,Night,False
user_1363,7.0,3.0,False,0.62,Firefox,False,2.06,1.3,5.0,25.86,Saturday,Morning,True
user_1407,2.0,2.0,False,0.23,Safari,False,0.68,0.38,0.65,64.75,Friday,Afternoon,True
user_1704,4.0,2.0,False,0.57,Chrome,False,3.81,2.23,,29.43,Monday,Afternoon,False
user_1525,4.0,0.0,False,0.32,Chrome,False,-0.06,0.36,0.63,41.47,Sunday,Morning,False
user_1140,5.0,0.0,False,0.25,Chrome,True,0.94,0.13,0.63,,Thursday,Evening,False
user_1151,3.0,1.0,True,0.21,Chrome,False,0.18,0.45,1.13,69.68,Wednesday,Morning,True
user_725,8.0,4.0,False,0.65,Chrome,False,3.75,2.76,3.88,18.36,Wednesday,Afternoon,True
user_867,3.0,6.0,True,0.98,Edge,False,3.39,1.86,4.81,26.81,Wednesday,Afternoon,False
user_1984,10.0,1.0,False,0.63,Chrome,False,2.96,2.8,3.97,14.64,Thursday,Morning,False
user_213,5.0,4.0,True,0.94,Safari,False,2.99,2.17,3.48,15.31,Monday,Afternoon,False
user_1345,4.0,1.0,False,0.47,Other,False,-0.01,-0.16,1.32,60.78,Friday,Evening,False
user_718,0.0,3.0,False,0.09,Chrome,False,0.35,0.78,1.15,63.85,Sunday,Night,True
user_1562,7.0,3.0,False,0.72,Firefox,True,3.82,2.28,4.36,32.01,Wednesday,Morning,False
user_879,3.0,3.0,True,0.05,Edge,False,0.53,0.09,1.63,44.28,Monday,Evening,False
user_1677,4.0,1.0,True,0.41,Safari,False,1.81,0.22,0.74,63.77,Tuesday,Afternoon,True
user_1141,7.0,4.0,False,,Chrome,False,4.28,1.23,4.18,32.98,Friday,Afternoon,True
user_1699,11.0,3.0,False,0.91,Firefox,False,2.92,1.68,4.4,23.45,Friday,Afternoon,False
user_560,4.0,0.0,False,0.02,Chrome,False,-0.16,0.6,1.38,42.02,Tuesday,Evening,True
user_696,4.0,1.0,False,0.29,Chrome,False,0.54,0.06,1.28,41.47,Monday,Afternoon,True
user_294,0.0,1.0,True,0.16,Edge,True,1.65,0.19,1.61,62.71,Sunday,Morning,True
user_291,3.0,1.0,False,0.53,Edge,False,1.49,0.81,2.39,67.46,Sunday,Afternoon,False
user_188,6.0,2.0,False,0.16,Chrome,True,2.01,0.07,1.56,44.05,Sunday,Morning,True
user_860,9.0,2.0,False,0.68,Chrome,False,2.37,2.66,3.9,22.26,Monday,Night,False
user_639,4.0,6.0,False,0.55,Safari,False,3.66,1.3,3.39,42.68,Friday,Afternoon,False
user_1163,4.0,1.0,True,0.05,Chrome,False,1.21,0.2,1.27,82.1,Thursday,Evening,False
user_319,2.0,3.0,True,0.9,Safari,False,3.53,1.15,3.67,30.26,Sunday,Night,False
user_1381,4.0,1.0,,0.33,Chrome,False,2.09,0.79,1.6,56.18,Sunday,Morning,True
user_869,3.0,1.0,False,0.26,Firefox,False,1.17,0.06,1.32,48.48,Monday,Evening,True
user_560,3.0,2.0,False,0.1,Chrome,True,0.89,0.23,1.74,70.93,Wednesday,Night,True
user_707,2.0,1.0,False,0.14,Chrome,False,2.16,0.8,1.31,44.47,Tuesday,Morning,True
user_1390,2.0,0.0,False,0.22,Firefox,False,1.13,-0.07,1.72,56.09,Thursday,Evening,True
user_632,8.0,3.0,False,0.83,Firefox,True,2.0,2.32,2.09,13.62,,Morning,False
user_1228,0.0,2.0,True,0.19,Edge,False,0.87,0.6,,46.05,Sunday,Night,True
user_1937,5.0,0.0,False,0.92,Edge,False,4.98,1.05,3.33,33.62,Friday,Afternoon,False
user_524,7.0,1.0,False,0.24,Chrome,True,1.4,0.02,0.77,70.97,Monday,Morning,True
user_1019,6.0,3.0,False,0.5,Chrome,False,1.0,1.02,1.29,46.27,Thursday,Morning,True
user_779,6.0,5.0,False,0.88,Chrome,False,3.73,1.92,2.6,30.6,Thursday,Evening,False
user_1145,6.0,2.0,False,0.57,Edge,False,3.73,2.02,4.57,15.91,Saturday,Night,True
user_148,1.0,0.0,True,0.18,Firefox,False,1.62,0.16,1.17,72.22,Monday,Night,True
user_894,9.0,6.0,True,0.94,Firefox,False,2.61,,3.26,40.27,Tuesday,Morning,True
user_1766,0.0,1.0,False,0.12,Chrome,False,0.87,-0.05,2.23,42.73,Tuesday,Night,True
user_829,3.0,4.0,False,0.58,Edge,True,4.16,1.61,3.16,5.81,Wednesday,Evening,False
user_236,5.0,0.0,False,0.07,Chrome,False,-0.13,0.13,0.71,54.91,Thursday,Night,False
user_352,7.0,3.0,False,0.2,Firefox,False,1.17,0.01,0.95,62.75,Thursday,Afternoon,True
user_1704,4.0,6.0,False,0.71,Safari,False,2.6,1.58,4.65,33.7,Thursday,Evening,False
user_895,5.0,1.0,False,0.4,Chrome,False,-0.1,0.51,1.4,82.09,Wednesday,Night,True
user_1207,3.0,3.0,False,0.73,Chrome,False,1.99,2.22,2.73,21.72,Sunday,Night,False
user_1783,3.0,3.0,False,1.02,Edge,False,4.12,2.32,3.66,20.96,Friday,Afternoon,False
user_683,0.0,0.0,False,0.16,Chrome,False,1.02,0.81,1.3,40.33,Tuesday,Night,True
user_1297,5.0,4.0,False,0.71,Chrome,False,4.45,2.83,3.69,7.98,Tuesday,Night,False
user_1856,1.0,1.0,False,0.15,Firefox,True,1.76,0.95,0.44,48.06,Thursday,Morning,True
user_1963,6.0,0.0,True,0.49,Edge,True,3.38,1.87,3.72,22.88,Friday,Evening,True
user_484,2.0,2.0,False,0.34,Other,False,0.61,0.48,1.3,45.56,Thursday,Night,True
user_356,3.0,0.0,True,0.51,Edge,False,0.51,0.78,0.61,61.58,Wednesday,Night,True
user_1343,8.0,3.0,,0.81,Chrome,False,4.29,1.61,4.12,17.29,Tuesday,Night,True
user_1287,5.0,1.0,True,0.48,Chrome,False,1.02,0.39,1.2,62.66,Wednesday,Night,True
user_1557,4.0,2.0,False,0.31,Chrome,False,0.97,0.62,0.53,72.68,Monday,Night,True
user_1807,6.0,2.0,False,0.79,Chrome,False,4.22,1.49,3.02,16.44,Monday,Evening,False
user_1280,6.0,1.0,False,0.39,Firefox,False,0.81,0.4,1.23,44.71,Monday,Evening,False
user_648,6.0,2.0,False,0.63,Edge,False,2.23,2.41,3.58,34.49,Wednesday,Evening,False
user_906,6.0,1.0,False,0.56,Firefox,False,5.07,2.37,2.22,32.19,Tuesday,Afternoon,False
user_1212,3.0,2.0,True,0.14,Firefox,,0.86,0.7,1.49,72.62,Sunday,Morning,True
user_636,8.0,2.0,False,0.75,Chrome,False,4.2,1.6,2.88,37.88,Tuesday,Night,False
user_756,6.0,3.0,False,0.91,Chrome,True,3.73,1.52,3.4,12.83,Tuesday,Morning,False
user_1770,4.0,3.0,False,0.43,Edge,False,3.68,2.98,4.42,15.57,Wednesday,Morning,False
user_1217,7.0,1.0,False,0.39,Chrome,False,0.41,0.37,2.26,47.64,Thursday,Morning,True
user_1136,5.0,0.0,False,0.89,Chrome,True,2.06,2.15,2.0,32.12,Thursday,Night,False
user_85,4.0,3.0,True,0.87,Chrome,False,2.06,2.06,3.38,22.78,Friday,Afternoon,True
user_1335,1.0,3.0,False,0.44,Edge,False,1.5,0.32,1.1,53.22,Monday,Evening,True
user_1027,4.0,0.0,False,0.27,Chrome,False,0.83,0.78,1.41,41.91,Sunday,Afternoon,True
user_212,4.0,0.0,False,0.21,Firefox,False,0.81,0.37,1.26,59.91,Wednesday,Evening,False
user_1463,4.0,3.0,False,0.86,Edge,,3.82,1.12,3.36,23.29,Tuesday,Morning,False
user_81,3.0,1.0,False,0.38,Chrome,False,0.31,0.49,1.68,43.08,Thursday,Afternoon,True
user_900,0.0,0.0,True,0.26,Safari,False,0.13,0.05,1.01,62.78,Monday,Night,True
user_746,8.0,2.0,False,0.69,Chrome,False,3.53,1.49,2.63,28.79,Friday,Night,False
user_838,1.0,0.0,False,0.31,Chrome,False,0.2,-0.16,1.38,47.54,Friday,Afternoon,True
user_108,2.0,2.0,False,0.49,Edge,False,0.65,0.68,0.56,39.0,Monday,Morning,True
user_135,3.0,2.0,False,0.01,Chrome,False,0.3,0.78,2.04,70.04,Wednesday,Evening,True
user_792,1.0,2.0,False,0.47,Chrome,False,0.26,0.51,2.26,69.14,Saturday,Night,True
