user_id,login_attempts,failed_logins,unusual_time_access,ip_rep_score,browser_type,new_device_login,session_duration_deviation,network_packet_size_variance,mouse_speed,typing_speed,day_of_week,time_of_day,is_bot
user_1094,7,2,False,0.82,Chrome,False,3.88,2.01,4.57,29.76,Thursday,Night,True
user_260,2,0,True,0.32,Edge,False,1.15,0.13,1.72,72.83,Thursday,Evening,False
user_562,1,1,False,0.14,Chrome,False,0.08,0.62,1.0,66.23,Friday,Afternoon,False
user_94,4,2,False,0.75,Firefox,False,4.81,1.08,3.25,39.03,Thursday,Afternoon,True
user_1996,1,2,True,0.21,Chrome,False,0.68,0.93,1.79,57.16,Friday,Evening,False
user_112,3,0,False,0.27,Chrome,False,0.6,0.1,0.58,78.34,Wednesday,Night,False
user_1134,9,4,True,0.98,Firefox,False,3.35,1.59,2.99,30.18,Thursday,Morning,True
user_599,1,2,False,0.25,Chrome,False,0.88,0.89,1.03,44.68,Thursday,Morning,False
user_1429,2,0,False,0.04,Edge,False,1.64,0.71,0.62,43.39,Wednesday,Night,False
user_1934,5,0,True,0.12,Safari,False,0.7,0.71,1.22,55.12,Sunday,Evening,False
user_259,4,3,False,0.75,Chrome,False,2.17,1.24,2.35,29.48,Monday,Evening,True
user_1307,4,1,False,0.24,Chrome,False,0.87,0.8,1.97,62.24,Sunday,Morning,False
user_1779,5,2,True,0.13,Firefox,False,0.33,0.22,0.94,79.83,Saturday,Afternoon,False
user_1542,1,2,False,0.48,Safari,False,1.24,0.28,0.78,58.55,Tuesday,Night,False
user_1006,6,4,False,0.63,Chrome,False,2.84,1.82,3.81,18.13,Friday,Afternoon,True
user_211,7,2,False,0.79,Safari,False,4.63,2.1,2.49,22.34,Saturday,Morning,True
user_1788,1,2,False,0.19,Other,False,1.68,0.47,1.12,50.94,Sunday,Afternoon,False
user_26,3,5,True,1.0,Firefox,False,4.83,2.7,2.74,23.52,Saturday,Morning,True
user_1176,5,0,False,0.44,Edge,False,0.54,0.02,1.25,59.05,Wednesday,Evening,False
user_583,4,0,False,0.28,Safari,False,0.27,0.03,1.63,64.81,Tuesday,Evening,False
user_962,4,1,False,0.29,Chrome,False,1.81,0.35,1.27,71.35,Thursday,Afternoon,False
user_981,2,2,False,0.4,Chrome,False,1.54,0.07,0.57,64.83,Tuesday,Morning,False
user_903,3,2,False,0.04,Chrome,False,0.3,0.14,1.46,47.28,Monday,Evening,False
user_698,5,5,True,0.8,Chrome,False,3.04,1.7,2.1,26.46,Friday,Morning,True
user_378,2,1,False,0.25,Firefox,False,1.6,0.63,0.62,74.94,Sunday,Night,False
user_1978,1,1,True,0.04,Firefox,True,1.07,0.92,0.85,70.4,Saturday,Night,False
user_106,5,1,False,0.13,Edge,False,1.02,0.53,0.66,57.9,Wednesday,Evening,False
user_518,1,2,False,0.01,Chrome,False,0.65,0.12,1.84,63.74,Thursday,Afternoon,False
user_1928,1,0,False,0.29,Edge,False,1.17,0.56,1.07,53.5,Thursday,Afternoon,False
user_1765,5,3,True,0.8,Chrome,False,2.46,1.49,2.48,15.6,Saturday,Afternoon,True
user_979,1,2,False,0.01,Firefox,True,1.79,0.58,1.88,40.21,Saturday,Morning,False
user_234,3,1,True,0.28,Firefox,False,1.54,0.19,0.99,57.02,Monday,Night,False
user_1684,6,1,False,0.64,Firefox,False,3.44,2.07,2.16,20.1,Tuesday,Morning,True
user_134,2,1,False,0.4,Chrome,False,1.52,0.6,1.21,56.47,Saturday,Evening,False
user_821,5,1,False,0.2,Safari,True,0.41,0.38,1.89,68.86,Thursday,Night,False
user_1008,3,0,False,0.4,Edge,False,0.47,0.63,1.86,52.65,Tuesday,Morning,False
user_152,3,0,False,0.37,Firefox,False,1.8,0.38,1.32,76.26,Wednesday,Evening,False
user_1182,3,2,False,0.35,Chrome,False,0.99,0.74,1.36,79.91,Monday,Morning,False
user_1290,7,3,False,0.52,Firefox,False,4.63,1.68,4.46,13.32,Thursday,Morning,True
user_1406,4,2,False,0.07,Chrome,False,1.44,0.64,1.54,61.71,Wednesday,Evening,False
user_110,4,2,True,0.17,Chrome,False,0.58,0.61,1.87,45.56,Tuesday,Morning,False
user_311,4,2,True,0.28,Firefox,True,1.41,0.15,1.36,64.27,Saturday,Evening,False
user_306,8,1,True,0.73,Chrome,True,4.52,1.25,4.76,36.1,Sunday,Evening,True
user_1662,5,2,False,0.17,Edge,False,0.67,0.4,1.31,76.79,Tuesday,Evening,False
user_1153,3,1,True,0.29,Chrome,True,0.5,0.58,0.75,41.36,Monday,Morning,False
user_1944,9,3,False,0.51,Firefox,False,4.88,1.3,3.24,12.56,Friday,Night,True
user_623,9,1,False,0.7,Chrome,False,3.05,1.94,3.87,21.33,Wednesday,Afternoon,True
user_175,3,2,False,0.27,Chrome,False,1.53,0.1,1.0,43.02,Wednesday,Night,False
user_509,4,3,False,0.7,Chrome,False,4.15,2.32,2.08,16.66,Sunday,Evening,True
user_243,1,2,False,0.44,Firefox,False,1.61,0.99,1.4,72.27,Thursday,Night,False
user_1143,5,1,False,0.45,Chrome,False,0.42,0.03,0.77,63.32,Thursday,Afternoon,False
user_1566,1,2,False,0.17,Edge,False,0.07,0.83,1.02,70.95,Monday,Afternoon,False
user_853,4,2,True,0.38,Chrome,False,0.97,0.89,1.7,57.01,Wednesday,Morning,False
user_1242,3,2,False,0.63,Chrome,False,4.95,2.05,2.52,18.17,Wednesday,Afternoon,True
user_1221,7,2,False,0.64,Firefox,False,4.49,1.41,2.03,14.11,Monday,Evening,True
user_1620,3,1,False,0.33,Chrome,True,0.84,0.38,1.28,41.88,Thursday,Afternoon,False
user_1267,3,3,False,0.89,Chrome,False,3.31,2.83,4.16,28.31,Saturday,Afternoon,True
user_463,5,0,False,0.27,Chrome,False,1.69,0.96,0.73,64.93,Tuesday,Morning,False
user_1589,3,1,False,0.85,Firefox,False,2.23,1.16,2.01,39.03,Saturday,Afternoon,True
user_1071,5,5,False,0.96,Chrome,True,3.34,1.37,3.63,36.19,Sunday,Morning,True
user_780,9,5,False,0.92,Chrome,False,2.66,2.98,4.83,11.18,Tuesday,Night,True
user_923,1,2,False,0.24,Chrome,False,1.46,0.19,0.67,56.87,Friday,Afternoon,False
user_1861,4,2,False,0.26,Firefox,False,0.73,0.56,1.22,75.4,Wednesday,Night,False
user_907,9,4,False,0.9,Firefox,False,4.21,2.04,3.28,36.3,Tuesday,Evening,True
user_609,2,1,False,0.44,Firefox,True,1.6,1.0,1.03,70.69,Friday,Afternoon,False
user_1762,4,0,False,0.14,Chrome,False,0.67,0.52,1.6,40.13,Friday,Afternoon,False
user_1206,8,2,False,0.62,Chrome,False,4.96,1.86,3.15,30.39,Thursday,Evening,True
user_879,5,0,False,0.29,Other,False,1.2,0.9,1.98,69.73,Thursday,Evening,False
user_626,6,5,False,0.8,Firefox,False,2.53,1.44,2.56,33.39,Saturday,Morning,True
user_1165,1,0,True,0.5,Chrome,False,1.52,0.7,0.73,72.63,Saturday,Morning,False
user_1272,7,1,False,0.79,Chrome,False,2.8,1.26,4.67,38.67,Thursday,Afternoon,True
user_124,1,0,False,0.14,Chrome,False,1.39,0.05,1.3,78.48,Friday,Night,False
user_1249,7,1,False,0.94,Firefox,True,3.71,2.32,3.63,35.93,Monday,Afternoon,True
user_1967,3,0,False,0.08,Chrome,False,1.86,0.11,1.55,47.57,Friday,Evening,False
user_1516,2,0,False,0.41,Chrome,False,1.49,0.16,1.73,73.29,Friday,Night,False
user_204,2,0,False,0.49,Firefox,False,1.27,0.54,1.67,44.28,Saturday,Evening,False
user_1941,3,2,False,0.82,Safari,False,4.81,2.38,2.2,19.03,Monday,Night,True
user_1563,1,1,False,0.03,Chrome,False,1.98,0.68,1.17,65.9,Thursday,Morning,False
user_426,5,2,True,0.19,Edge,False,0.0,0.16,1.2,77.77,Wednesday,Morning,False
user_1282,5,0,False,0.42,Edge,False,0.26,0.87,1.94,41.25,Friday,Morning,False
user_433,7,3,True,0.88,Chrome,False,2.96,2.45,4.24,16.01,Monday,Morning,True
user_542,6,2,True,0.74,Other,False,4.61,2.55,4.31,35.34,Thursday,Evening,True
user_1353,5,0,True,0.48,Chrome,False,0.0,0.6,1.41,49.9,Monday,Afternoon,False
user_167,1,2,False,0.16,Firefox,False,1.97,0.15,1.2,67.22,Tuesday,Afternoon,False
user_322,3,0,False,0.48,Safari,False,1.5,0.15,0.65,62.84,Sunday,Night,False
user_492,4,0,False,0.0,Chrome,False,0.18,0.35,0.55,43.14,Saturday,Evening,False
user_356,2,1,False,0.41,Chrome,False,1.9,0.12,1.84,63.79,Monday,Evening,False
user_1131,4,4,True,0.86,Edge,False,4.44,1.16,4.68,26.43,Tuesday,Afternoon,True
user_154,3,2,False,0.37,Chrome,False,0.49,0.16,1.81,48.77,Sunday,Afternoon,False
user_321,5,0,False,0.33,Chrome,False,1.44,0.23,1.99,78.99,Wednesday,Night,False
user_6,3,2,False,0.21,Chrome,False,0.35,0.96,1.12,73.85,Friday,Night,False
user_837,6,4,False,0.77,Firefox,False,2.09,1.79,3.82,27.93,Thursday,Afternoon,True
user_923,2,2,False,0.46,Chrome,False,1.26,0.73,0.7,68.63,Saturday,Evening,False
user_1412,4,1,True,0.09,Safari,False,0.49,0.87,1.17,60.59,Monday,Night,False
user_1217,1,2,False,0.2,Safari,False,1.18,0.6,1.09,49.48,Sunday,Evening,False
user_963,3,1,False,0.26,Chrome,False,0.86,0.25,1.43,68.27,Saturday,Night,False
user_597,1,2,False,0.33,Chrome,False,1.61,0.59,1.8,48.23,Friday,Night,False
user_67,2,0,False,0.47,Chrome,False,0.9,0.93,0.97,60.29,Saturday,Night,False
user_475,4,0,False,0.34,Chrome,False,1.95,0.58,0.88,60.87,Sunday,Night,False
user_591,4,2,False,0.15,Edge,False,1.35,0.97,0.64,66.9,Saturday,Morning,False
user_1448,2,0,True,0.47,Firefox,False,1.24,0.87,1.36,41.22,Monday,Afternoon,False
user_580,1,0,False,0.33,Chrome,False,0.21,0.66,2.0,41.93,Monday,Morning,False
user_1440,1,0,False,0.28,Edge,False,0.81,0.33,1.5,72.31,Tuesday,Morning,False
user_1761,3,0,True,0.06,Firefox,False,0.65,0.37,1.09,67.82,Thursday,Morning,False
user_930,3,1,False,0.72,Chrome,False,2.51,2.29,4.28,25.01,Friday,Afternoon,True
user_146,4,4,False,0.67,Chrome,False,3.74,2.07,3.82,32.95,Saturday,Afternoon,True
user_1408,6,3,False,0.91,Chrome,False,2.21,2.91,3.96,21.4,Thursday,Morning,True
user_479,3,1,False,0.31,Firefox,False,1.86,0.53,1.37,43.59,Saturday,Afternoon,False
user_1893,1,0,False,0.06,Chrome,False,0.36,0.53,1.56,44.28,Tuesday,Morning,False
user_542,6,4,False,0.9,Firefox,False,3.9,2.9,3.8,34.58,Saturday,Night,True
user_1614,4,1,False,0.59,Chrome,True,4.31,2.11,2.77,19.06,Wednesday,Night,True
user_1621,2,0,False,0.31,Chrome,False,0.34,0.74,1.79,48.67,Monday,Afternoon,False
user_1281,7,3,False,0.77,Chrome,False,3.78,1.99,4.96,14.09,Friday,Afternoon,True
user_1208,2,1,False,0.36,Chrome,False,1.64,0.6,1.01,76.22,Friday,Afternoon,False
user_1355,7,1,False,0.7,Chrome,False,3.85,1.88,4.5,30.09,Thursday,Evening,True
user_1647,8,2,False,0.62,Chrome,False,2.16,1.76,3.09,39.86,Sunday,Afternoon,True
user_1913,4,1,True,0.09,Firefox,False,1.07,0.1,1.18,70.25,Monday,Night,False
user_406,4,2,True,0.12,Chrome,False,1.98,0.93,1.31,73.68,Friday,Night,False
user_871,8,2,False,0.93,Firefox,False,2.48,1.13,2.35,16.82,Friday,Afternoon,True
user_236,5,1,True,0.28,Chrome,False,0.89,0.6,1.27,76.78,Wednesday,Evening,False
user_1116,4,0,False,0.25,Chrome,False,1.26,0.67,1.3,68.86,Wednesday,Night,False
user_461,6,1,False,0.51,Chrome,False,4.87,2.15,4.8,27.25,Friday,Afternoon,True
user_1327,4,2,False,0.3,Edge,False,1.01,0.4,0.72,54.7,Friday,Afternoon,False
user_306,3,4,False,0.89,Chrome,False,4.81,2.75,2.83,35.54,Friday,Evening,True
user_1861,2,2,False,0.03,Edge,False,0.12,0.99,0.59,67.8,Monday,Evening,False
user_545,1,2,False,0.39,Chrome,False,1.38,0.62,1.45,49.16,Friday,Evening,False
user_1693,6,5,False,0.76,Chrome,False,4.66,1.9,2.58,21.03,Thursday,Afternoon,True
user_292,5,0,False,0.01,Chrome,False,0.04,0.26,1.64,45.48,Sunday,Morning,False
user_147,7,5,True,0.81,Chrome,False,2.13,1.74,2.8,29.38,Friday,Night,True
user_123,5,1,False,0.43,Chrome,False,1.62,0.61,1.79,55.7,Tuesday,Morning,False
user_340,1,0,False,0.47,Edge,False,0.56,0.93,0.88,71.25,Thursday,Evening,False
user_1624,2,2,False,0.11,Safari,False,1.76,0.11,1.98,57.73,Friday,Night,False
user_630,9,3,False,0.9,Chrome,False,3.53,1.78,3.39,39.75,Thursday,Evening,True
user_1219,9,3,False,0.59,Chrome,False,4.29,1.53,2.06,12.47,Thursday,Morning,True
user_1534,3,1,False,0.6,Chrome,False,4.32,2.29,3.59,11.26,Tuesday,Afternoon,True
user_1689,4,2,True,0.3,Firefox,False,1.62,0.66,0.69,53.53,Tuesday,Evening,False
user_1166,3,3,False,0.69,Chrome,False,4.78,2.35,3.49,10.38,Friday,Evening,True
user_1887,1,0,False,0.32,Chrome,True,1.5,0.56,0.77,42.15,Saturday,Afternoon,False
user_592,1,1,False,0.36,Chrome,False,0.18,0.97,1.23,46.03,Thursday,Morning,False
user_900,3,0,False,0.25,Chrome,False,1.38,0.87,1.45,70.44,Sunday,Night,False
user_255,2,0,False,0.44,Chrome,False,1.76,0.66,0.97,69.69,Saturday,Evening,False
user_960,3,1,False,0.39,Firefox,False,1.52,0.04,1.62,48.1,Tuesday,Morning,False
user_1411,4,2,False,0.42,Chrome,False,0.25,0.39,1.47,71.22,Saturday,Evening,False
user_623,7,5,False,0.59,Chrome,False,2.54,1.78,3.21,36.23,Friday,Afternoon,True
user_1434,7,2,False,0.78,Firefox,False,4.41,1.54,4.48,24.95,Saturday,Evening,True
user_825,7,4,False,0.85,Edge,False,3.32,1.29,2.98,23.02,Tuesday,Evening,True
user_1931,1,2,True,0.38,Edge,False,0.35,0.64,1.24,47.13,Sunday,Afternoon,False
user_558,8,4,False,0.79,Firefox,False,3.09,1.67,2.08,10.73,Saturday,Afternoon,True
user_1025,1,2,False,0.47,Chrome,False,1.75,0.84,0.78,72.11,Tuesday,Night,False
user_1106,4,1,False,0.02,Safari,True,1.56,0.01,0.59,49.01,Thursday,Night,False
user_1012,4,0,True,0.03,Chrome,False,0.52,0.25,1.86,49.98,Saturday,Evening,False
user_897,1,0,False,0.08,Safari,False,1.24,0.56,1.02,52.61,Wednesday,Evening,False
user_165,9,2,False,0.77,Chrome,False,3.18,2.66,4.36,28.73,Friday,Afternoon,True
user_1225,2,0,False,0.1,Firefox,False,1.94,0.61,1.02,44.56,Tuesday,Morning,False
user_82,9,2,False,0.84,Firefox,True,2.68,1.81,3.63,33.75,Monday,Morning,True
user_1822,8,2,False,0.58,Safari,False,4.01,1.92,3.24,29.53,Saturday,Night,True
user_885,4,2,False,0.03,Edge,False,0.52,0.16,1.0,70.27,Saturday,Evening,False
user_1505,5,2,True,0.44,Chrome,False,1.97,0.77,0.54,42.61,Saturday,Evening,False
user_661,6,1,False,0.9,Chrome,False,3.19,1.19,3.32,15.87,Thursday,Afternoon,True
user_1237,6,4,False,0.64,Chrome,False,2.59,2.79,3.56,23.43,Saturday,Night,True
user_513,3,0,True,0.14,Other,False,0.4,0.18,1.84,66.17,Wednesday,Morning,False
user_53,8,3,True,0.9,Firefox,True,3.25,2.97,4.0,29.04,Thursday,Night,True
user_188,2,2,False,0.06,Firefox,False,0.06,0.82,0.81,55.16,Wednesday,Morning,False
user_469,7,1,True,0.77,Edge,False,3.41,2.64,3.38,20.73,Tuesday,Afternoon,True
user_1970,4,1,False,0.36,Edge,False,0.48,0.14,1.02,58.01,Tuesday,Evening,False
user_1381,1,0,True,0.42,Chrome,False,1.48,0.11,0.97,40.15,Sunday,Evening,False
user_1713,3,4,False,0.92,Chrome,False,4.08,2.03,2.92,16.38,Wednesday,Morning,True
user_1763,7,4,True,0.94,Edge,False,3.99,1.52,4.72,30.12,Sunday,Evening,True
user_1179,4,4,False,0.56,Chrome,False,3.44,1.04,3.26,10.82,Saturday,Evening,True
user_1203,1,2,True,0.41,Firefox,False,1.96,0.62,1.34,65.13,Monday,Night,False
user_1948,9,4,False,0.85,Firefox,False,2.73,1.02,3.41,19.04,Wednesday,Morning,True
user_43,1,2,False,0.3,Chrome,False,1.75,0.33,1.01,79.56,Sunday,Evening,False
user_1567,5,1,False,0.02,Firefox,True,1.71,0.52,0.6,73.25,Wednesday,Night,False
user_1377,5,0,False,0.02,Safari,False,1.91,0.03,1.54,43.29,Saturday,Night,False
user_1683,1,2,True,0.22,Firefox,False,1.18,0.7,0.86,60.49,Thursday,Night,False
user_552,4,0,True,0.13,Chrome,False,1.97,0.27,1.11,75.66,Tuesday,Morning,False
user_1181,6,2,True,0.62,Chrome,False,3.42,2.25,3.41,23.42,Thursday,Night,True
user_83,7,5,False,0.5,Chrome,False,2.32,1.68,4.41,27.16,Saturday,Afternoon,True
user_1563,1,0,True,0.14,Edge,False,1.76,0.57,0.54,67.02,Saturday,Evening,False
user_1549,5,2,False,0.2,Chrome,False,1.82,0.71,1.41,52.37,Friday,Afternoon,False
user_359,4,1,False,0.43,Chrome,False,1.66,0.04,1.81,50.27,Thursday,Afternoon,False
user_964,9,4,False,0.56,Chrome,False,2.21,1.16,3.06,38.25,Sunday,Morning,True
user_1063,2,1,True,0.3,Firefox,False,0.23,0.15,0.76,65.52,Friday,Afternoon,False
user_1335,3,1,False,0.01,Chrome,False,0.97,0.58,0.57,44.92,Monday,Evening,False
user_906,9,1,False,0.69,Safari,False,2.23,2.09,4.59,27.71,Thursday,Afternoon,True
user_1877,3,2,False,0.05,Safari,False,0.74,0.03,1.09,61.03,Tuesday,Night,False
user_570,7,4,False,0.88,Safari,False,3.55,1.76,2.02,21.58,Wednesday,Afternoon,True
user_372,1,0,False,0.3,Chrome,False,1.98,0.45,1.53,45.62,Friday,Afternoon,False
user_1199,3,2,True,0.19,Chrome,False,0.78,0.16,0.54,70.25,Sunday,Morning,False
user_893,4,5,True,0.69,Chrome,False,3.33,2.99,3.64,12.65,Wednesday,Evening,True
user_1301,6,1,False,0.67,Firefox,False,3.66,2.08,4.29,35.01,Wednesday,Evening,True
user_1668,4,5,False,0.53,Chrome,False,4.9,2.12,3.04,27.41,Friday,Evening,True
user_1008,2,2,False,0.39,Edge,False,0.65,0.79,1.19,69.23,Thursday,Morning,False
user_1985,5,1,False,0.48,Safari,False,1.07,0.87,0.7,71.62,Thursday,Morning,False
user_187,6,1,True,0.97,Chrome,False,4.94,1.97,4.59,27.66,Tuesday,Night,True
user_963,3,0,False,0.22,Firefox,True,0.72,0.73,1.84,58.24,Thursday,Evening,False
user_713,4,2,True,0.1,Chrome,False,0.88,0.85,1.84,42.5,Saturday,Evening,False
user_837,7,5,True,0.61,Edge,False,4.79,1.06,4.62,25.82,Saturday,Morning,True
user_683,4,1,False,0.37,Firefox,False,1.98,0.2,1.99,43.59,Saturday,Evening,False
user_658,1,0,False,0.03,Chrome,True,1.64,0.81,1.83,68.0,Sunday,Night,False
user_1373,3,2,False,0.7,Chrome,False,3.05,1.22,4.42,38.43,Tuesday,Morning,True
user_215,3,2,True,0.34,Chrome,False,0.48,0.48,0.72,68.4,Sunday,Evening,False
user_1757,2,2,False,0.15,Chrome,False,0.04,0.58,1.76,61.96,Saturday,Morning,False
user_330,5,2,False,0.32,Chrome,False,1.01,0.45,1.38,64.99,Thursday,Night,False
user_676,2,1,True,0.4,Firefox,False,0.29,0.78,0.91,59.87,Saturday,Afternoon,False
user_844,4,3,False,0.7,Chrome,False,4.35,2.43,3.78,36.87,Tuesday,Night,True
user_1421,5,0,False,0.47,Edge,False,1.13,0.87,1.36,76.29,Wednesday,Morning,False
user_1015,1,1,False,0.48,Chrome,False,0.99,0.39,1.45,68.15,Tuesday,Evening,False
user_591,5,0,True,0.09,Chrome,False,1.35,0.94,0.9,59.02,Wednesday,Night,False
user_1357,2,0,False,0.48,Firefox,False,0.92,0.21,1.05,54.79,Thursday,Evening,False
user_1936,7,2,False,0.71,Edge,False,4.61,2.46,3.94,33.89,Sunday,Morning,True
user_821,2,0,False,0.33,Edge,False,1.29,0.4,1.57,47.97,Thursday,Morning,False
user_1667,3,2,False,0.41,Edge,False,0.2,0.69,0.86,76.44,Tuesday,Afternoon,False
user_1558,6,2,False,0.87,Chrome,True,2.8,2.45,4.63,11.25,Tuesday,Afternoon,True
user_1127,4,2,False,0.39,Firefox,True,0.25,0.02,1.66,72.29,Tuesday,Morning,False
user_76,5,0,False,0.26,Chrome,False,0.0,0.3,1.47,78.97,Sunday,Evening,False
user_932,5,1,False,0.65,Chrome,False,4.7,2.42,4.81,28.1,Friday,Evening,True
user_181,4,1,False,0.5,Chrome,False,1.3,0.64,1.34,71.08,Monday,Evening,False
user_645,6,2,True,0.92,Chrome,False,4.94,2.05,4.72,14.92,Wednesday,Evening,True
user_517,3,4,False,0.86,Firefox,False,4.07,2.38,4.79,24.92,Monday,Evening,True
user_663,1,1,False,0.38,Chrome,True,1.92,0.62,1.89,70.43,Saturday,Afternoon,False
user_238,5,2,False,0.08,Chrome,False,0.1,0.84,1.97,71.73,Wednesday,Evening,False
user_1987,6,1,False,0.98,Other,False,4.94,2.14,2.78,23.11,Wednesday,Evening,True
user_1583,2,1,False,0.41,Edge,False,1.4,0.4,1.93,78.68,Friday,Afternoon,False
user_828,4,2,False,0.23,Edge,True,1.53,0.86,1.4,73.42,Thursday,Morning,False
user_1772,6,2,True,0.52,Edge,False,3.54,2.62,2.76,17.37,Friday,Evening,True
user_1054,5,0,False,0.14,Chrome,True,1.99,0.04,1.64,54.87,Thursday,Night,False
user_1690,3,2,True,0.29,Chrome,False,0.5,0.56,1.04,66.27,Tuesday,Morning,False
user_3,2,0,True,0.01,Edge,False,0.46,0.96,0.72,67.18,Monday,Morning,False
user_1347,7,3,False,0.71,Chrome,False,2.43,1.86,4.71,35.38,Friday,Morning,True
user_1781,6,2,True,0.77,Chrome,False,2.89,2.19,2.1,29.08,Wednesday,Night,True
user_1112,9,3,False,0.7,Edge,False,3.0,2.39,4.31,29.64,Wednesday,Afternoon,True
user_947,3,5,False,0.71,Chrome,False,4.3,1.0,3.25,25.68,Friday,Morning,True
user_847,5,0,False,0.44,Chrome,False,0.62,0.73,1.46,56.64,Friday,Evening,False
user_112,2,1,False,0.36,Edge,False,0.74,0.9,1.71,79.39,Saturday,Morning,False
user_385,5,0,False,0.21,Edge,False,0.54,0.52,0.9,65.14,Saturday,Morning,False
user_1062,4,2,False,0.38,Chrome,False,1.02,0.37,1.9,73.1,Sunday,Night,False
user_741,5,1,False,0.56,Safari,False,2.09,1.1,2.43,16.4,Thursday,Night,True
user_1276,3,0,False,0.36,Firefox,True,0.99,0.38,0.74,71.45,Thursday,Afternoon,False
user_1550,5,3,True,0.51,Edge,True,3.31,1.47,4.11,34.51,Monday,Morning,True
user_1021,3,0,False,0.36,Safari,False,1.6,0.55,1.09,45.27,Tuesday,Morning,False
user_1281,9,4,False,0.66,Edge,False,2.21,1.63,4.81,35.52,Sunday,Evening,True
user_906,4,4,False,0.53,Firefox,False,2.92,1.71,3.86,20.02,Monday,Night,True
user_1557,5,1,False,0.18,Chrome,False,1.36,0.07,0.81,55.26,Monday,Morning,False
user_106,3,1,False,0.5,Chrome,True,1.83,0.01,1.18,79.08,Tuesday,Afternoon,False
user_417,7,4,False,0.87,Edge,False,3.04,1.8,2.79,16.16,Monday,Evening,True
user_547,4,4,False,0.84,Chrome,False,2.52,2.85,2.21,22.91,Thursday,Night,True
user_1125,4,2,False,0.13,Chrome,True,0.5,0.68,1.56,64.4,Monday,Evening,False
user_269,5,4,False,0.59,Chrome,False,3.84,1.43,4.82,10.2,Saturday,Night,True
user_1900,8,1,False,0.81,Chrome,True,3.63,2.88,2.66,31.77,Saturday,Afternoon,True
user_590,1,1,False,0.22,Chrome,False,1.83,0.43,0.89,57.38,Monday,Evening,False
user_898,5,4,False,0.82,Chrome,False,2.27,1.4,4.63,32.16,Sunday,Night,True
user_1804,1,1,False,0.12,Chrome,False,1.47,0.61,1.51,43.25,Sunday,Afternoon,False
